panel_type,tag,channel,tag_active,tag_optimize_available,cat_code,pdv2_product_id,cat_number,product,target,clone,species,test_species,category,reagent_class,size,signal_di,tolerance_di,signal_legacy,tolerance_legacy,abundance,cell,stim,custom_avail,optimize_avail,release_date,active,price,pdf_url,notes
IMC,175Lu,175,1,0,FDM,1430,91H027175,Anti-CD31 (EPR17259)-175Lu—15 µg,CD31/PECAM1,EPR17259,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,144Nd,144,1,0,FDM,1435,3144026D,Anti-Human CD326/EpCAM (9C4)-144Nd—25 µg,CD326/EPCAM,9C4,Human,Human,"FFPE,Frozen",Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,151Eu,151,1,0,FDM,1436,3151028D,Anti-Human/Mouse CD34 (EP373Y)-151Eu,CD34,EP373Y,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,167Er,167,1,0,FDM,1437,3167025D,Anti-Human/Mouse CD34 (EP373Y)-167Er,CD34,EP373Y,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,154Sm,154,1,0,FDM,1438,3154024D,Anti-CD366/Tim-3 (D5D5R)-154Sm,CD366/TIM3,D5D5R,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,142Nd,142,1,0,FDM,1884,3142023D,Anti-Human CD366/TIM-3 (D5D5R)-142Nd—25ug,CD366/TIM-3,D5D5R,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,141Pr,141,1,0,FDM,1439,3141020D,Anti-CD38 (HIT2)-141Pr—25 µg,CD38,HIT2,"Cross,Human","Cross,Human",Frozen,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,142Nd,142,1,0,FDM,1782,3142022D,Anti-Human CD38 (E7Z8C)-142Nd—25 ug,CD38,E7Z8C,Human,Human,FFPE,Metal-Conjugated Antibodies,25 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,170Er,170,1,0,FDM,1765,3170023D,Anti-Human CD3epsilon (D7A6E)-170Er—25 ug,CD3epsilon,D7A6E,Human,Human,FFPE,Metal-Conjugated Antibodies,25 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,156Gd,156,1,0,FDM,1441,3156036D,Anti-CD4 (RPA-T4)-156Gd—25 µg,CD4,RPA-T4,Human,"Cross,Human",Frozen,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,163Dy,163,1,0,FDM,1447,91H010163,Anti-CD4 (EPR6855 )163Dy—15 µg,CD4,EPR6855,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,169Tm,169,1,0,FDM,1448,91H010169,Anti-CD4 (EPR6855 )169Tm—15 µg,CD4,EPR6855,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,171Yb,171,1,0,FDM,1449,91H010171,Anti-CD4 (EPR6855 )171Yb—15 µg,CD4,EPR6855,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,153Eu,153,1,0,FDM,1450,3153029D,Anti-CD44 (IM7)-153Eu,CD44,IM7,"Human,Mouse","Human,Mouse","FFPE,Frozen",Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,145Nd,145,1,0,FDM,1457,91H009145,Anti-CD45 (D9M8I )145Nd—15 µg,CD45,D9M8I,Human,Human,"FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,152Sm,152,1,0,FDM,1451,3152018D,Anti-Human CD45 (D9M8I)-152Sm—25 µg,CD45,D9M8I,Human,Human,"FFPE,Frozen",Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,163Dy,163,1,0,FDM,1458,91H009163,Anti-CD45 (D9M8I )163Dy—15 µg,CD45,D9M8I,Human,Human,"FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,155Gd,155,1,0,FDM,1909,3155011B,Anti-CD45RA (HI100) - 155Gd - 15ug,CD45RA,HI100,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,166Er,166,1,0,FDM,1463,3166031D,Anti-CD45RA (HI100)-166Er—25 µg,CD45RA,HI100,"Cross,Human","Cross,Human","FFPE,Frozen",Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,149Sm,149,1,0,FDM,1465,91H020149,Anti-CD45RO (UCHL1 )149Sm—15 µg,CD45RO,UCHL1,"Human, Monkey, Rhesus, Chimpanzee","Human, Monkey, Rhesus, Chimpanzee","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,165Ho,165,1,0,FDM,1466,91H020165,Anti-CD45RO (UCHL1 )165Ho—15 µg,CD45RO,UCHL1,"Human, Monkey, Rhesus, Chimpanzee","Human, Monkey, Rhesus, Chimpanzee","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,166Er,166,1,0,FDM,1467,91H020166,Anti-CD45RO (UCHL1 )166Er—15 µg,CD45RO,UCHL1,"Human, Monkey, Rhesus, Chimpanzee","Human, Monkey, Rhesus, Chimpanzee","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,173Yb,173,1,0,FDM,1464,3173016D,Anti-Human CD45RO (UCHL1)-173Yb—25 µg,CD45RO,UCHL1,"Cross,Human","Cross,Human","FFPE,Frozen",Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,148Nd,148,1,0,FDM,1459,91H036148,Anti-CD45R/B220 (RA3-6B2)-148Nd—15 µg,CD45R/B220,RA3-6B2,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,154Sm,154,1,0,FDM,1460,91H036154,Anti-CD45R/B220 (RA3-6B2)-154Sm—15 µg,CD45R/B220,RA3-6B2,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,168Er,168,1,0,FDM,1461,91H036168,Anti-CD45R/B220 (RA3-6B2)-168Er—15 µg,CD45R/B220,RA3-6B2,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,176Yb,176,1,0,FDM,1462,91H036176,Anti-CD45R/B220 (RA3-6B2)-176Yb—15 µg,CD45R/B220,RA3-6B2,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,145Nd,145,1,0,FDM,1468,91H035145,Anti-CD57 (NK/804)-145Nd—15 µg,CD57,NK/804,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,151Eu,151,1,0,FDM,1469,91H035151,Anti-CD57 (NK/804)-151Eu—15 µg,CD57,NK/804,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,152Sm,152,1,0,FDM,1470,91H035152,Anti-CD57 (NK/804)-152Sm—15 µg,CD57,NK/804,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,153Eu,153,1,0,FDM,1471,91H035153,Anti-CD57 (NK/804)-153Eu—15 µg,CD57,NK/804,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,160Gd,160,1,0,FDM,1472,91H035160,Anti-CD57 (NK/804)-160Gd—15 µg,CD57,NK/804,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,163Dy,163,1,0,FDM,1767,3163033D,Anti-Human CD57 (NK/804)-163Dy—25 ug,CD57,NK/804,Human,Human,FFPE,Metal-Conjugated Antibodies,25 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,150Nd,150,1,0,FDM,1473,3150029D,Anti-Human CD63 (H5C6)-150Nd—25 µg,CD63,H5C6,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,152Sm,152,1,0,FDM,1475,91H033152,Anti-CD66b (BLR111H)-152Sm—15 µg,CD66b,BLR111H,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,153Eu,153,1,0,FDM,1476,91H033153,Anti-CD66b (BLR111H)-153Eu—15 µg,CD66b,BLR111H,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,154Sm,154,1,0,FDM,1477,91H033154,Anti-CD66b (BLR111H)-154Sm—15 µg,CD66b,BLR111H,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,160Gd,160,1,0,FDM,1478,3160030D,Anti-CD66b (BLR111H)-160Gdr—15 µg,CD66b,BLR111H,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,166Er,166,1,0,FDM,1479,91H033166,Anti-CD66b (BLR111H)-166Er—15 µg,CD66b,BLR111H,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,141Pr,141,1,0,FDM,1481,91H012141,Anti-CD68 (KP1 )141Pr—15 µg,CD68,KP1,Human,Human,"FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,144Nd,144,1,0,FDM,1482,91H012144,Anti-CD68 (KP1 )144Nd—15 µg,CD68,KP1,Human,Human,"FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,146Nd,146,1,0,FDM,1483,91H012146,Anti-CD68 (KP1 )146Nd—15 µg,CD68,KP1,Human,Human,"FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,159Tb,159,1,0,FDM,1480,3159035D,Anti-Human CD68 (KP1)-159Tb—25 µg,CD68,KP1,Human,Human,"FFPE,Frozen",Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,143Nd,143,1,0,FDM,1779,3143032D,Anti-Human CD7 (EPR4242)-143Nd—25 ug,CD7,EPR4242,Human,Human,FFPE,Metal-Conjugated Antibodies,25 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,145Nd,145,1,0,FDM,1484,91H040145,Anti-CD7 (EPR4242)-145Nd-15 ug,CD7,EPR4242,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,153Eu,153,1,0,FDM,1485,91H040153,Anti-CD7 (EPR4242)-153Eu-15 ug,CD7,EPR4242,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,174Yb,174,1,0,FDM,1486,91H040174,Anti-CD7 (EPR4242)-174Yb-15 ug,CD7,EPR4242,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,175Lu,175,1,0,FDM,1487,91H040175,Anti-CD7 (EPR4242)-175Lu-15 ug,CD7,EPR4242,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,158Gd,158,1,0,FDM,1488,3158031D,Anti-Human CD73 (EPR6115)-158Gd—25 µg,CD73,EPR6115,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,166Er,166,1,0,FDM,1489,3166025D,Anti-CD74 (LN2)-166Er,CD74,LN2,"Human,Mouse","Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,156Gd,156,1,0,FDM,1494,3156035D,Anti-CD86 (IT2.2)-156Gd—25 µg,CD86,IT2.2,"Cross,Human","Cross,Human",Frozen,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,146Nd,146,1,0,FDM,1498,91H015146,Anti-CD8a (C8/144B )146Nd—15 µg,CD8a,C8/144B,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,162Dy,162,1,0,FDM,1495,3162036D,Anti-CD8A (RPA-T8)-162Dy—25 µg,CD8a,RPA-T8,"Cross,Human","Cross,Human",Frozen,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,165Ho,165,1,0,FDM,1499,91H015165,Anti-CD8a (C8/144B )165Ho—15 µg,CD8a,C8/144B,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,167Er,167,1,0,FDM,1500,91H015167,Anti-CD8a (C8/144B )167Er—15 µg,CD8a,C8/144B,Human,Human,FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,173Yb,173,1,0,FDM,1501,3173018D,Anti-CD98 (Polyclonal)-173Yb,CD98,Polyclonal,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,143Nd,143,1,0,FDM,1912,3143035D,Anti-Citrate Synthase​ (EPR8067)-143Nd—25 ug,Citrate Synthase,EPR8067,"Human, mouse, rat","Human, mouse, rat",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,89Y,89,1,0,FDM,1941,3089006D,Anti-Collagen I (Polyclonal)-89Y—15 ug,Collagen I,Polyclonal,"Human, Bovine","Human, Bovine","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,141Pr,141,1,0,FDM,1503,91H018141,Anti-Collagen I (Polyclonal)-141Pr—15 µg,Collagen I,Polyclonal,"Human,Mouse","Human,Mouse","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,142Nd,142,1,0,FDM,1504,91H018142,Anti-Collagen I (Polyclonal)-142Nd—15 µg,Collagen I,Polyclonal,"Human,Mouse","Human,Mouse","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,144Nd,144,1,0,FDM,1505,91H018144,Anti-Collagen I (Polyclonal)-144Nd—15 µg,Collagen I,Polyclonal,"Human,Mouse","Human,Mouse","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,169Tm,169,1,0,FDM,1507,3169023D,Anti-Collagen I (Polyclonal)-169Tm—25 µg,Collagen I,Polyclonal,"Human,Mouse","Human,Mouse","FFPE,Frozen",Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,173Yb,173,1,0,FDM,1506,91H018173,Anti-Collagen I (Polyclonal)-173Yb—15ug,Collagen I,Polyclonal,"Human, Bovine,Mouse","Human, Bovine,Mouse","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,146Nd,146,1,0,FDM,1914,3146023D,Anti-Human CPT1A​ (EPR21843-71-1C)-146Nd—25 ug,CPT1A,EPR21843-71-1C,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,164Dy,164,1,0,FDM,1508,3164028D,Anti-Cytokeratin 7 (RCK105)-164Dy,Cytokeratin 7,RCK105,"Cross,Human,Mouse","Cross,Human,Mouse",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,164Dy,164,1,0,FDM,1502,3164025D,Anti-c-Myc p67 (9E10)-164Dy,c-Myc,9E10,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,142Nd,142,1,0,FDM,1513,3142013D,Anti-EGFR (D38B1)-142Nd—25 µg,EGFR,D38B1,"Cross,Human","Cross,Human",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,172Yb,172,1,0,FDM,1890,91H061172,Anti-EGFR (D38B1)-172Yb-15ug,EGFR,D38B1,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,141Pr,141,1,0,FDM,1516,91H024141,Anti-EpCAM (EPR20532-222)-141Pr—15 µg,EpCAM,EPR20532-222,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,144Nd,144,1,0,FDM,1514,91H024144,Anti-EpCAM (EPR20532-222)-144Nd—15 µg,EpCAM,EPR20532-222,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,147Sm,147,1,0,FDM,1515,91H024147,Anti-EpCAM (EPR20532-222)-147Sm—15 µg,EpCAM,EPR20532-222,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,151Eu,151,1,0,FDM,1517,91H024151,Anti-EpCAM (EPR20532-222)-151Eu—15 µg,EpCAM,EPR20532-222,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,154Sm,154,1,0,FDM,1518,91H024154,Anti-EpCAM (EPR20532-222)-154Sm—15 µg,EpCAM,EPR20532-222,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,172Yb,172,1,0,FDM,1777,3172034D,Anti-Human EpCAM (EPR20532-222)-172Yb—25 ug,EpCAM,EPR20532-222,Human,Human,FFPE,Metal-Conjugated Antibodies,25 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,175Lu,175,1,0,FDM,1519,91H024175,Anti-EpCAM (EPR20532-222)-175Lu—15 µg,EpCAM,EPR20532-222,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,158Gd,158,1,0,FDM,1509,3158029D,Anti-E-Cadherin (24E10)-158Gd,E-Cadherin,24E10,"Cross,Human,Mouse","Cross,Human,Mouse","FFPE,Frozen",Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,172Yb,172,1,0,FDM,1510,91H011172,Anti-E-Cadherin (24E10 )172Yb—15 µg,E-Cadherin,24E10,"Human, Mouse, Bovine, Cross","Human, Mouse, Bovine, Cross","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,173Yb,173,1,0,FDM,1511,91H011173,Anti-E-Cadherin (24E10 )173Yb—15 µg,E-Cadherin,24E10,"Human, Mouse, Bovine, Cross","Human, Mouse, Bovine, Cross","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,174Yb,174,1,0,FDM,1512,91H011174,Anti-E-Cadherin (24E10 )174Yb—15 µg,E-Cadherin,24E10,"Human, Mouse, Bovine, Cross","Human, Mouse, Bovine, Cross","FFPE,Frozen",Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,161Dy,161,1,0,FDM,1762,3161035D,Anti-Human FAP (E1V9V)-161Dy—25 ug,FAP,E1V9V,Human,Human,FFPE,Metal-Conjugated Antibodies,25 ug,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,142Nd,142,1,0,FDM,1529,91H028142,Anti-Fibronectin (EPR19241-46)-142Nd—15 µg,Fibronectin,EPR19241-46,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,151Eu,151,1,0,FDM,1524,91H034151,Anti-Fibronectin (EPR23110-46)-151Eu—15 µg,Fibronectin,EPR23110-46,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,152Sm,152,1,0,FDM,1530,91H028152,Anti-Fibronectin (EPR19241-46)-152Sm—15 µg,Fibronectin,EPR19241-46,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,154Sm,154,1,0,FDM,1525,91H034154,Anti-Fibronectin (EPR23110-46)-154Sm—15 µg,Fibronectin,EPR23110-46,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,156Gd,156,1,0,FDM,1531,91H028156,Anti-Fibronectin (EPR19241-46)-156Gd—15 µg,Fibronectin,EPR19241-46,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,171Yb,171,1,0,FDM,1526,91H034171,Anti-Fibronectin (EPR23110-46)-171Yb—15 µg,Fibronectin,EPR23110-46,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,174Yb,174,1,0,FDM,1527,91H034174,Anti-Fibronectin (EPR23110-46)-174Yb—15 µg,Fibronectin,EPR23110-46,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,175Lu,175,1,0,FDM,1528,91H034175,Anti-Fibronectin (EPR23110-46)-175Lu—15 µg,Fibronectin,EPR23110-46,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,155Gd,155,1,0,FDM,1669,3155018D,Anti-Human FoxP3 (PCH101)-155Gd—25 µg,FoxP3,PCH101,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,151Eu,151,1,0,FDM,1538,91H044151,Anti-GATA3 (EPR16651)-151Eu-15 ug,GATA3,EPR16651,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,154Sm,154,1,0,FDM,1539,91H044154,Anti-GATA3 (EPR16651)-154Sm-15 ug,GATA3,EPR16651,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,163Dy,163,1,0,FDM,1540,91H044163,Anti-GATA3 (EPR16651)-163Dy-15 ug,GATA3,EPR16651,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,175Lu,175,1,0,FDM,1541,91H044175,Anti-GATA3 (EPR16651)-175Lu-15 ug,GATA3,EPR16651,"Human, Mouse","Human, Mouse",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,143Nd,143,1,0,FDM,1542,3143030D,Anti-Human/Mouse GFAP (GA5)-143Nd,GFAP,GA5,"Human, Mouse, Rat, Chicken, Pig, Rabbit","Human, Mouse, Rat, Chicken, Pig, Rabbit",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,163Dy,163,1,0,FDM,1543,3163031D,Anti-Human/Mouse GFAP (GA5)-163Dy,GFAP,GA5,"Human, Mouse, Rat, Chicken, Pig, Rabbit","Human, Mouse, Rat, Chicken, Pig, Rabbit",FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
IMC,142Nd,142,1,0,FDM,1911,3142024D,Anti-Human Glut-1 (EPR3915)-142Nd—25 ug,Glut-1,EPR3915,Human,Human,FFPE,Metal-Conjugated Antibodies,25 µg,100,1.0,,,,,,1,1,,yes,,,
IMC,155Gd,155,1,0,FDM,1546,91H026155,Anti-Granzyme B (EPR22645-206)-155Gd—15 µg,Granzyme B,EPR22645-206,"Human, Mouse, Rat","Human, Mouse, Rat",FFPE,Metal-Conjugated Antibodies,15 µg,100,1.0,,,,,,1,1,,yes,,,Imaging Mass Cytometry
