panel_type,tag,channel,tag_active,tag_optimize_available,cat_code,pdv2_product_id,cat_number,product,target,clone,species,test_species,category,reagent_class,size,signal_di,tolerance_di,signal_legacy,tolerance_legacy,abundance,cell,stim,custom_avail,optimize_avail,release_date,active,price,pdf_url,notes
Flow,164Dy,164,1,1,FDM,321,3164006B,Anti-Human/Mouse CD49F (GoH3) -164Dy,CD49F,G0H3,Human/Mouse,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,50,10.0,M,1.4,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3164006B.pdf,NEW
Flow,143Nd,143,1,1,FDM,325,3143007B,Anti-Human CD5 (UCHT2) -143Nd,CD5,UCHT2,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,106,21.0,M,20.0,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3143007B.pdf,NEW
Flow,150Nd,150,1,1,FDM,971,3150026B,Anti-Human CD51/61 (23C6)-150Nd,CD51/61,23C6,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test ,407,81.0,,,,U87 Cell line,None,1,1,2016-04-19,yes,0.00,TDS_3150026B.pdf,
Flow,146Nd,146,1,1,FDM,799,3146013B,Anti-Human CD52 (HI186) -146Nd ,CD52 ,HI186,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,122,12.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3146013B.pdf,
Flow,170Er,170,1,1,FDM,833,3170014B,Anti-Human CD54 (HA58)-170Er,CD54/ICAM-1,HA58,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,126,25.0,,,,whole blood,None,1,1,2015-08-14,yes,0.00,TDS_3170014B.pdf,
Flow,148Nd,148,1,1,FDM,773,3148015B,Anti-Human CD55 (JS11) -148Nd,CD55,JS11,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,217,12.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3148015B.pdf,
Flow,149Sm,149,1,1,FDM,929,3149021B,Anti-Human CD56/NCAM (NCAM16.2)-149Sm,CD56/NCAM,NCAM16.2,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,58,12.0,,,,PBMCs,None,1,1,2015-12-03,yes,0.00,TDS_3149021B.pdf,
Flow,155Gd,155,1,1,FDM,719,3155008B,Anti-Human CD56 (B159) -155Gd,CD56/NCAM,B159,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,45,9.0,,,,PBMC,None,1,1,2015-05-29,yes,0.00,TDS_3155008B.pdf,
Flow,163Dy,163,1,1,FDM,621,3163007B,Anti-Human CD56 (NCAM16.2) -163Dy,CD56/NCAM,NCAM16.2,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,248,50.0,,0.0,,PBMC,None,1,1,2015-01-29,yes,0.00,TDS_3163007B.pdf,
Flow,176Yb,176,1,1,FDM,40,3176001B,Anti-Human CD56 (HCD56) -176Yb,CD56/NCAM,HCD56,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,33,7.0,L,2.0,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3176001B.pdf,
Flow,142Nd,142,1,0,FDM,713,3142007B,Anti-Human CD57 (HCD57) -142Nd,CD57,HCD57,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,2130,426.0,,,,PBMC,None,1,1,2015-05-29,yes,0.00,TDS_3142007B.pdf,
Flow,163Dy,163,1,1,FDM,910,3163022B,Anti-Human CD57 (HCD57)-163Dy,CD57,HCD57,Human ,Human ,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,1091,218.17,,,,PBMCs,None,1,1,2015-10-29,yes,0.00,TDS_3163022B.pdf,
Flow,172Yb,172,1,1,FDM,305,3172009B,Anti-Human CD57 (HCD57) -172Yb,CD57,HCD57,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,1963,393.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3172009B.pdf,NEW
Flow,155Gd,155,1,1,FDM,1328,201325,"Anti-Human CD57 (HNK-1) - 155Gd - MDIPA Kit, not sold separately",CD57 (Kit Only),HNK-1,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,352,70.0,,,,,,1,1,,yes,,,
Flow,176Yb,176,1,1,FDM,781,3176017B,Anti-Human CD58 (TS2/9) -176Yb,CD58/LFA-3,TS2/9,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,143,29.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3176017B.pdf,
Flow,173Yb,173,1,1,FDM,783,3173009B,Anti-Human CD59 (p282 (H19)) -173Yb,CD59,p282 [H19],Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,44,9.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3173009B.pdf,
Flow,148Nd,148,1,1,FDM,800,3148013B,Anti-Human CD6 (BL-CD6) -148Nd ,CD6 ,BL-CD6,Human,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,75,15.0,,,,whole blood,none,1,1,2015-07-08,yes,0.00,TDS_3148013B.pdf,
Flow,146Nd,146,1,1,FDM,638,3146011B,Anti-Human CD61  (VI-PL2) -146Nd,CD61,VI-PL2,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,500,100.0,,,,PBMC,None,1,1,2015-03-18,yes,0.00,TDS_3146011B.pdf,
Flow,150Nd,150,1,1,FDM,41,3150001B,Anti-Human CD61 (VI-PL2) -150Nd,CD61,VI-PL2,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,404,81.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3150001B.pdf,
Flow,165Ho,165,1,1,FDM,346,3165010B,Anti-Human CD61 (VI-PL2) -165Ho,CD61,VI-PL2,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,1041,208.0,H,200.0,,PBMC,none,1,1,2013-02-27,yes,0.00,TDS_3165010B.pdf,NEW
Flow,209Bi,209,1,1,FDM,692,3209001B,Anti-Human CD61 (VI-PL2) -209Bi,CD61,VI-PL2,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,2550,510.0,,,,Platelets,None,1,0,2015-05-02,yes,0.00,TDS_3209001B.pdf,
Flow,153Eu,153,1,1,FDM,294,3153004B,Anti-Human CD62L (DREG-56) -153Eu,CD62L/L-selectin,DREG-56,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,26,5.0,H,60.0,,Jurkat,none,1,1,2012-12-31,yes,0.00,TDS_3153004B.pdf,NEW
Flow,150Nd,150,1,1,FDM,804,3150021B,Anti-Human CD63 (H5C6) -150Nd ,CD63 ,H5C6,Human,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,375,75.0,,,,PBMC,none,1,1,2015-07-08,yes,0.00,TDS_3150021B.pdf,
Flow,146Nd,146,1,1,FDM,306,3146006B,Anti-Human CD64 (10.1) -146Nd,CD64,10.1,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,102,20.0,M,20.0,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3146006B.pdf,NEW
Flow,149Sm,149,1,1,FDM,786,3149018B,Anti-Human CD66a/c/e (ASL-32) -149Sm,CD66a/CEACAM1,ASL-32,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,225,45.0,,,,HT29,None,1,1,2015-07-08,yes,0.00,TDS_3149018B.pdf,
Flow,168Er,168,1,0,FDM,907,3168020B,Anti-Human CD66a/CEACAM-1 (283340)-168Er,CD66a/CEACAM1,283340,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,77,15.0,,,,Whole blood,None,1,1,2015-10-29,yes,0.00,TDS_3168020B.pdf,
Flow,152Sm,152,1,0,FDM,1651,3152019B,Anti-Human CD66b (G10F5)-152Sm—100 Tests,CD66b,G10F5,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 Test,275,55.0,,,,,,1,1,,yes,,,New Clones
Flow,172Yb,172,1,1,FDM,1200,201325," Human CD66b (G10F5)-172Yb- MDIPA Kit, not sold separately",CD66b (Kit Only),G10F5,Human,,,Metal-Conjugated Antibodies,,417,16.0,,83.0,,,,1,1,,yes,,,
Flow,171Yb,171,1,1,FDM,582,3171011B,Anti-Human CD68 (Y1/82A) -171Yb,CD68,Y1/82A,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,182,36.0,,,,PBMC,None,1,1,2014-08-29,yes,0.00,TDS_3171011B.pdf,
Flow,113Cd,113,1,1,FDM,1319,3113002,Anti-Human CD69 (FN50) - 113Cd,CD69,FN50,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,138,27.5792,,,,,,1,1,,yes,,,
Flow,144Nd,144,1,0,FDM,618,3144018B,Anti-Human CD69 (FN50) -144Nd,CD69,FN50,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,214,11.0,,,,PBMC,"PMA, 6 hrs",1,1,2015-01-29,yes,0.00,TDS_3144018B.pdf,
Flow,162Dy,162,1,0,FDM,43,3162001B,Anti-Human CD69 (FN50) -162Dy,CD69,FN50,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,815,163.0,,,,PBMC,"PMA/Iono, 6 hrs",1,1,2012-12-31,yes,0.00,TDS_3162001B.pdf,
Flow,145Nd,145,1,0,FDM,912,3145013B,Anti-Human CD7 (CD7-6B7)-145Nd,CD7,CD7-6B7,Human ,Human ,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,117,23.0,,,,PBMCs,None,1,1,2015-10-29,yes,0.00,TDS_3145013B.pdf,
Flow,147Sm,147,1,1,FDM,297,3147006B,Anti-Human CD7 (CD7-6B7) -147Sm,CD7,CD7-6B7,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,244,49.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3147006B.pdf,NEW
Flow,153Eu,153,1,1,FDM,603,3153014B,Anti-Human CD7 (CD7-6B7) -153Eu,CD7,CD7-6B7,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,430,86.0,,,,PBMC,None,1,1,2014-11-19,yes,0.00,TDS_3153014B.pdf,
Flow,166Er,166,1,1,FDM,1019,.php.&&,Anti-Human CD7 (M-T701)-166Er,CD7,M-T701,Human ,Human,CD & Surface Marker Antibodies,Metal-Conjugated Antibodies,100 Test,813,115.0,,,,PBMC,None,1,1,2017-06-19,yes,0.00,ano_.php.&amp;&amp;.pdf,
Flow,175Lu,175,1,1,FDM,449,3175011B,Anti-Human CD71 (OKT-9) -175Lu,CD71,OKT-9,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,570,12.0,H,7.6,,PBMC,"PHA, 3days",1,1,2013-09-06,yes,0.00,TDS_3175011B.pdf,
Flow,168Er,168,1,0,FDM,715,3168014B,Anti-Human CD71 (OKT-9) -168Er,CD71/Transferrin Receptor,OKT-9,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,116,3.0,,,,PBMC,"PHA, 3 days",1,1,2015-05-29,yes,0.00,TDS_3168014B.pdf,
Flow,144Nd,144,1,0,FDM,344,3144005B,Anti-Human CD72 (3F3) -144Nd,CD72,3F3,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,33,6.6,M,6.6,,PBMC,none,1,1,2013-02-27,yes,0.00,TDS_3144005B.pdf,NEW
Flow,168Er,168,1,0,FDM,770,3168015B,Anti-Human CD73 (AD2) -168Er,CD73/Ecto-5-nucleotidase,AD2 ,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,159,32.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3168015B.pdf,
Flow,166Er,166,1,1,FDM,798,3166018B,Anti-Human CD74 (LN2) -166Er,CD74,LN2,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,20,4.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3166018B.pdf,
Flow,161Dy,161,1,1,FDM,926,3161023B,Anti-Human CD80/B7-1 (2D10.4)-161Dy,CD80/B7-1,2D10.4,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,18,4.0,,,,Daudi,None,1,1,2015-12-03,yes,0.00,TDS_3161023B.pdf,
Flow,162Dy,162,1,0,FDM,415,3162010B,Anti-Human CD80 [B7.1] (2D10.4) -162Dy,CD80/B7-1,2D10.4,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,45,9.0,L,2.0,,Daudi,none,1,1,2013-05-31,yes,0.00,TDS_3162010B.pdf,
Flow,145Nd,145,1,0,FDM,612,3145007B,Anti-Human CD81 (5A6) -145Nd,CD81,5A6,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,156,31.0,,,,PBMC,None,1,1,2014-11-19,yes,0.00,TDS_3145007B.pdf,
Flow,158Gd,158,1,1,FDM,968,3158025B,Anti-Human CD82 (ASL-24)-158Gd,CD82,ASL-24,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test ,58,12.0,,,,PBMC,None,1,1,2016-04-19,yes,0.00,TDS_3158025B.pdf,
Flow,154Sm,154,1,1,FDM,758,3154013B,Anti-Human CD84 (CD84.1.21) -154Sm,CD84 ,CD84.1.21,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,52,10.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3154013B.pdf,
Flow,161Dy,161,1,1,FDM,899,3161019B,Anti-Human CD85/ILT4 (42D1)-161Dy ,CD85d/ILT4,42D1,Human ,Human ,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,15,4.88,,,,PBMCs,None,1,1,2015-09-30,yes,0.00,TDS_3161019B.pdf,
Flow,156Gd,156,1,1,FDM,772,3156020B,Anti-Human CD85j (GHI/75) -156Gd,CD85j/ILT2,GHI/75 ,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,16,3.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3156020B.pdf,
Flow,166Er,166,1,1,FDM,898,3166020B,Anti-Human CD85j/ILT2 (GHI/75)-166Er ,CD85j/ILT2,GHI/75,Human ,Human ,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,61,12.0,,,,PBMCs,None,1,1,2015-09-30,yes,0.00,TDS_3166020B.pdf,
Flow,150Nd,150,1,1,FDM,681,3150020B,Anti-Human CD86 (IT2.2)-150Nd,CD86,IT2.2,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,29,6.0,,,,PBMC,None,1,1,2015-05-02,yes,0.00,TDS_3150020B.pdf,
Flow,156Gd,156,1,1,FDM,362,3156008B,Anti-Human CD86 [B7.2] (IT2.2) -156Gd,CD86,IT2.2,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,50,10.0,,,,PBMC,none,1,1,2013-04-01,yes,0.00,TDS_3156008B.pdf,NEW
Flow,174Yb,174,1,1,FDM,765,3174012B,Anti-Human CD89 (A59) -174Yb,CD89 ,A59,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,185,37.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3174012B.pdf,
Flow,112Cd,112,1,0,FDM,1299,92J035112,Anti-CD8a (SK1)-112Cd—25 uL,CD8a,SK1,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,25 uL,245,48.9006,,,,,,1,1,,yes,,,
Flow,142Nd,142,1,0,FDM,1656,3142021B,Anti-Human CD8a (SK1)-142Nd—100 Tests,CD8a,SK1,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 Test,167,33.0,,,,,,1,1,,yes,,,New Clones
Flow,146Nd,146,1,1,FDM,23,3146001B,Anti-Human CD8a (RPA-T8) -146Nd,CD8a,RPA-T8,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,683,137.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3146001B.pdf,
Flow,162Dy,162,1,0,FDM,544,3162015B,Anti-Human CD8a (RPA-T8) -162Dy,CD8a,RPA-T8,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,1000,200.0,,200.0,,PBMC,None,1,1,2014-04-02,yes,0.00,TDS_3162015B.pdf,
Flow,168Er,168,1,0,FDM,247,3168002B,Anti-Human CD8a (SK1) - 168Er,CD8a,SK1,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,501,100.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3168002B.pdf,NEW
Flow,159Tb,159,1,1,FDM,327,3159007B,Anti-Human CD90 (5E10) -159Tb,CD90,5E10,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,45,9.0,,,,HEL cell line,none,1,1,2012-12-31,yes,0.00,TDS_3159007B.pdf,NEW
Flow,161Dy,161,1,1,FDM,639,3161009B,Anti-Human CD90 (5E10) -161Dy,CD90,5E10,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,1094,219.0,,,,HEL,None,1,1,2015-03-18,yes,0.00,TDS_3161009B.pdf,
Flow,173Yb,173,1,1,FDM,1017,3173011B,Anti-Human CD90 (5E10)-173Yb,CD90,5E10,Human ,Human,CD & Surface Marker Antibodies,Metal-Conjugated Antibodies,100 Test,273,55.0,,,,HEL vs. NALM6,None,1,1,2017-06-19,yes,0.00,,
Flow,174Yb,174,1,1,FDM,832,3174015B,Anti-Human CD94 (HP-3D9)-174Yb,CD94,HP-3D9,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,86,17.0,,,,whole blood,None,1,1,2015-08-14,yes,0.00,TDS_3174015B.pdf,
Flow,152Sm,152,1,0,FDM,997,3152017B,Anti-Human CD95/Fas (DX2)-152Sm,CD95/Fas,DX2,Human ,Human,CD & Surface Marker Antibodies,Metal-Conjugated Antibodies,100 Test,47,9.0,,,,PBMC,None,1,1,2016-11-07,yes,0.00,,
Flow,162Dy,162,1,0,FDM,1158,3162038B,Anti-Human CD95/Fas (DX2) - 162Dy - 100 Tests,CD95/Fas,DX2,Human ,,IO,Metal-Conjugated Antibodies,100 Test,114,23.0,,,,PBMC,,1,1,2020-01-07,yes,0.00,,
Flow,164Dy,164,1,1,FDM,361,3164008B,Anti-Human CD95/Fas (DX2) -164Dy,CD95/Fas,DX2,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,240,48.05,,,,PBMC,none,1,1,2013-04-01,yes,0.00,TDS_3164008B.pdf,NEW
Flow,176Yb,176,1,1,FDM,1872,3176029B,Anti-CD95/Fas (DX2) - 176Yb,CD95/Fas,DX2,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 test,103,20.6532,,,,,,1,1,,yes,,,
Flow,171Yb,171,1,1,FDM,805,3171015B,Anti-Human CD97 (VIM3b) -171Yb ,CD97 ,VIM3b,Human,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,158,32.0,,,,PBMC,none,1,1,2015-07-08,yes,0.00,TDS_3171015B.pdf,
Flow,159Tb,159,1,1,FDM,776,3159022B,Anti-Human CD98 (UM7F8) -159Tb,CD98,UM7F8,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,122,5.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3159022B.pdf,
Flow,170Er,170,1,1,FDM,762,3170012B,Anti-Human CD99 (HCD99) -170Er,CD99 ,HCD99,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,1351,44.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3170012B.pdf,
Flow,176Yb,176,1,1,FDM,782,3176018B,Anti-Human/Mouse CLA (HECA-452) -176Yb,CLA,HECA-452,Human/Mouse,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,97,19.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3176018B.pdf,
Flow,142Nd,142,1,0,FDM,357,3142004A,Anti-Cleaved Caspase 3 (D3E9) -142Nd,Cleaved Caspase-3,D3E9,Cross,human,Cell Death and Apoptosis,Metal-Conjugated Antibodies,50 test,505,12.0,,,,Jurkat,"etoposide, 18 hr",1,1,2013-03-21,yes,0.00,TDS_3142004A.pdf,NEW
Flow,172Yb,172,1,1,FDM,729,3172023A,Anti-Cleaved Caspase3 (5A1E) -172Yb,Cleaved Caspase-3,5A1E,Cross,Human,Cell death and Apoptosis,Metal-Conjugated Antibodies,50 Test,46,3.0,,,,Jurkat ,None,1,1,2015-06-15,yes,0.00,TDS_3172023A.pdf,
Flow,152Sm,152,1,0,FDM,694,3152014A,Anti-Human Cleaved Caspase 7 (D6H1)-152Sm,Cleaved Caspase-7,D6H1,Human,Human,Cell Death and Apoptosis,Metal-Conjugated Antibodies,50 Test,101,8.0,,,,Jurkat,Etoposide,1,1,2015-05-02,yes,0.00,TDS_3152014A.pdf,
Flow,143Nd,143,1,1,FDM,450,3143011A,Anti-Human Cleaved PARP (F21-852) -143Nd,Cleaved-PARP,F21-852,Human,,Cell Death and Apoptosis,Metal-Conjugated Antibodies,50 test,312,7.0,,,,Jurkat,"etoposide, 18 hr",1,1,2013-09-06,yes,0.00,TDS_3143011A.pdf,
Flow,162Dy,162,1,0,FDM,1315,92J046162,Anti-CX3CR1 (K0124E1)-162Dy—25 uL,CX3CR1,K0124E1,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,25 uL,47,9.3144,,,,,,1,1,,yes,,,
Flow,172Yb,172,1,1,FDM,600,3172017B,Anti-Human CX3CR1 (2A9-1) -172Yb,CX3CR1,2A9-1,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,6,3.0,,,,PBMC,None,1,1,2014-11-19,yes,0.00,TDS_3172017B.pdf,
Flow,160Gd,160,1,1,FDM,806,3160016B,Anti-Human CXCR6 (CD186) (K041E5) -160Gd,CXCR6/CD186,K041E5,Human,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,26,5.0,,,,PBMC,none,1,1,2015-07-08,yes,0.00,TDS_3160016B.pdf,
Flow,158Gd,158,1,1,FDM,475,3158008A,Anti-Human CyclinA (BF683) -158Gd,CyclinA,BF683,Human,,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,50 Test,167,3.0,M,3.0,,MOLT-1,none,1,1,2013-11-15,yes,0.00,TDS_3158008A.pdf,
Flow,153Eu,153,1,1,FDM,566,3153009A,Anti-Human CyclinB1 (GNS-1) -153Eu,CyclinB1,GNS-1,Cross,Human,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,50 test,2000,400.0,,,,Jurkat,None,1,1,2014-06-25,yes,0.00,TDS_3153009A.pdf,
Flow,164Dy,164,1,1,FDM,476,3164010A,Anti-CyclinB1 (GNS-1) -164Dy,CyclinB1,GNS-1,Cross,,Cell Cycle and Proliferation,Metal-Conjugated Antibodies,50 Test,300,60.0,H,60.0,,Jurkat,none,1,1,2013-11-15,yes,0.00,TDS_3164010A.pdf,
Flow,164Dy,164,1,1,FDM,734,3164020A,Anti-Cyotkeratin 7 (RCK105) -164Dy,Cytokeratin7/CK7,RCK105,Cross,Human,Structure and Cytoskeleton,Metal-Conjugated Antibodies,50 Test,534,107.0,,,,HeLa,None,1,1,2015-06-15,yes,0.00,TDS_3164020A.pdf,
Flow,176Yb,176,1,1,FDM,724,3176012B,Anti-Human c-Myc (9E10) -176Yb,c-Myc,9E10,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,100 test,317,63.0,,,,Jurkat,None,1,1,2015-06-02,yes,0.00,TDS_3176012B.pdf,
Flow,164Dy,164,1,1,FDM,846,3164021B,Anti-Human DNMT3B (832121)-164Dy,DNMT3B,832121,Human,human,Signaling and Transcription,Metal-Conjugated Antibodies,100 Test,16,3.0,,,,ES/iPS,none,1,1,2015-08-14,yes,0.00,TDS_3164021B.pdf,
Flow,161Dy,161,1,1,FDM,723,3161003B,Anti-Human DR3 (JD3)-161Dy,DR3,JD3,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,12,3.0,,,,PBMC,None,1,1,2015-05-29,yes,0.00,TDS_3161003B.pdf,
Flow,169Tm,169,1,1,FDM,728,3169017A,Anti-Cross EGFR (D38B1) -169Tm,EGFR,D38B1,Cross,Human,CD and Surface Markers,Metal-Conjugated Antibodies,50 Test,513,103.0,,,,BJ,"25uM etopside, 18hr",1,1,2015-06-15,yes,0.00,TDS_3169017A.pdf,
Flow,170Er,170,1,1,FDM,695,3170009B,Anti-Human  EGFR (AY13)-170Er,EGFR,AY13,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,536,107.0,,,,Hela,None,1,1,2015-05-02,yes,0.00,TDS_3170009B.pdf,
Flow,174Yb,174,1,1,FDM,934,3174021B,Anti-Human ErbB2 (42/c-erbB-2)-174Yb,ErbB2,42/c-erbB-2,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test ,144,29.0,,,,MCF7,None,1,1,2016-02-04,yes,0.00,TDS_3174021B.pdf,
Flow,163Dy,163,1,1,FDM,935,3163024A,Anti-Human Estrogen receptor a (D8H8)-163Dy,Estrogen Receptor a,D8H8,Human ,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 Test ,107,21.0,,,,U-87 MG,None,1,1,2016-02-04,yes,0.00,TDS_3163024A.pdf,
Flow,150Nd,150,1,1,FDM,973,3150027B,Anti-Human FceRI (AER-37 (CRA-1))-150Nd,FceRI,AER-37 [CRA-1],Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,542,108.0,,,,PBMC,none,1,1,2016-05-04,yes,0.00,TDS_3150027B.pdf,
Flow,144Nd,144,1,0,FDM,326,3144006B,Anti-FITC (FIT-22) -144Nd,FITC,FIT-22,Cross,,Secondaries,Metal-Conjugated Antibodies,100 test,150,30.0,M,30.0,,na,na,1,1,2012-12-31,yes,0.00,TDS_3144006B.pdf,NEW
Flow,160Gd,160,1,1,FDM,455,3160011B,Anti-FITC (FIT-22) -160Gd,FITC,FIT-22,Cross,,Secondaries,Metal-Conjugated Antibodies,100 test,150,30.0,M,30.0,,na,na,1,1,2013-09-25,yes,0.00,TDS_3160011B.pdf,
Flow,174Yb,174,1,1,FDM,470,3174006B,Anti-FITC (FIT-22) -174Yb,FITC,FIT-22,Cross,,Secondaries,Metal-Conjugated Antibodies,100 test,150,30.0,M,30.0,,na,na,1,1,2013-11-15,yes,0.00,TDS_3174006B.pdf,
Flow,159Tb,159,1,1,FDM,902,3159028A,Anti-Human FoxP3 (259D/C7)159Tb,FoxP3,259D/C7,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,50 Test,60,12.0,,,,PBMCs,None,1,1,2015-09-30,no,0.00,TDS_3159028A.pdf,
Flow,162Dy,162,1,0,FDM,416,3162011A,Anti-Human FoxP3 (PCH101) -162Dy,FoxP3,PCH101,Human,,Signaling and Transcription,Metal-Conjugated Antibodies,50 test,31,6.2,,,,PBMC,none,1,1,2013-05-31,yes,0.00,TDS_3162011A.pdf,
Flow,148Nd,148,1,1,FDM,827,3148016B,Anti-Human Galanin (581403)-148Nd,Galanin/GAL,581403,Human,Human,Signaling and Transcription,Metal-Conjugated Antibodies,100 Test,278,21.0,,,,U87,None,1,1,2015-08-14,yes,0.00,TDS_3148016B.pdf,
Flow,163Dy,163,1,1,FDM,703,3163002B,Anti-Human Galectin-9 (9M1-3) -163Dy,Galectin-9,9M1-3,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,787,157.0,,,,Hela,None,1,1,2015-05-29,yes,0.00,TDS_3163002B.pdf,
